fdc_id,data_type,description,food_category_id,publication_date,sort_description,fields
167720,sr_legacy_food,"Babyfood, meat, beef with vegetables, toddler",3,2019-04-01,"babyfood, meat, beef with vegetables, toddler",3
167721,sr_legacy_food,"Frozen novelties, juice type, juice with cream",19,2019-04-01,"frozen novelties, juice type, juice with cream",2
167722,sr_legacy_food,Tofu yogurt,16,2019-04-01,tofu yogurt,0
167723,sr_legacy_food,"Alcoholic beverage, rice (sake)",14,2019-04-01,"alcoholic beverage, rice (sake)",1
167724,sr_legacy_food,"Millet, puffed",8,2019-04-01,"millet, puffed",1
167725,sr_legacy_food,"Cereals ready-to-eat, OAT BRAN FLAKES, HEALTH VALLEY",8,2019-04-01,"cereals ready-to-eat, oat bran flakes, health valley",2
167726,sr_legacy_food,"Babyfood, mixed fruit yogurt, strained",3,2019-04-01,"babyfood, mixed fruit yogurt, strained",2
167727,sr_legacy_food,"Beverages, ABBOTT, ENSURE PLUS, ready-to-drink",14,2019-04-01,"beverages, abbott, ensure plus, ready-to-drink",3
167728,sr_legacy_food,"Babyfood, rice and apples, dry",3,2019-04-01,"babyfood, rice and apples, dry",2
167729,sr_legacy_food,"Babyfood, juice, apple - cherry",3,2019-04-01,"babyfood, juice, apple - cherry",2
167730,sr_legacy_food,"Milk, imitation, non-soy",1,2019-04-01,"milk, imitation, non-soy",2
167731,sr_legacy_food,"Babyfood, cereal, rice with pears and apple, dry, instant fortified",3,2019-04-01,"babyfood, cereal, rice with pears and apple, dry, instant fortified",4
167732,sr_legacy_food,"Babyfood, banana no tapioca, strained",3,2019-04-01,"babyfood, banana no tapioca, strained",2
167733,sr_legacy_food,"Babyfood, banana apple dessert, strained",3,2019-04-01,"babyfood, banana apple dessert, strained",2
167734,sr_legacy_food,"Breakfast bar, corn flake crust with fruit",23,2019-04-01,"breakfast bar, corn flake crust with fruit",1
167735,sr_legacy_food,"Cheese, mozzarella, low sodium",1,2019-04-01,"cheese, mozzarella, low sodium",2
167736,sr_legacy_food,"Mayonnaise dressing, no cholesterol",4,2019-04-01,"mayonnaise dressing, no cholesterol",1
167737,sr_legacy_food,"Oil, corn, peanut, and olive",4,2019-04-01,"oil, corn, peanut, and olive",3
167738,sr_legacy_food,"Pie fillings, blueberry, canned",19,2019-04-01,"pie fillings, blueberry, canned",2
167739,sr_legacy_food,"Beverages, Cocktail mix, non-alcoholic, concentrated, frozen",14,2019-04-01,"beverages, cocktail mix, non-alcoholic, concentrated, frozen",4
167740,sr_legacy_food,"Puddings, chocolate flavor, low calorie, regular, dry mix",19,2019-04-01,"puddings, chocolate flavor, low calorie, regular, dry mix",4
167741,sr_legacy_food,"Puddings, all flavors except chocolate, low calorie, regular, dry mix",19,2019-04-01,"puddings, all flavors except chocolate, low calorie, regular, dry mix",4
167742,sr_legacy_food,"Mollusks, scallop, (bay and sea), cooked, steamed",15,2019-04-01,"mollusks, scallop, (bay and sea), cooked, steamed",4
167743,sr_legacy_food,"Syrup, Cane",19,2019-04-01,"syrup, cane",1
167744,sr_legacy_food,"Mollusks, snail, raw",15,2019-04-01,"mollusks, snail, raw",2
167745,sr_legacy_food,"Turtle, green, raw",15,2019-04-01,"turtle, green, raw",2
167746,sr_legacy_food,"Lemons, raw, without peel",9,2019-04-01,"lemons, raw, without peel",2
167747,sr_legacy_food,"Lemon juice, raw",9,2019-04-01,"lemon juice, raw",1
167748,sr_legacy_food,"Lemon juice from concentrate, canned or bottled",9,2019-04-01,"lemon juice from concentrate, canned or bottled",1
167749,sr_legacy_food,"Lemon peel, raw",9,2019-04-01,"lemon peel, raw",1
167750,sr_legacy_food,"Prickly pears, raw",9,2019-04-01,"prickly pears, raw",1
167751,sr_legacy_food,"Plums, dried (prunes), stewed, without added sugar",9,2019-04-01,"plums, dried (prunes), stewed, without added sugar",3
167752,sr_legacy_food,"Plums, dried (prunes), stewed, with added sugar",9,2019-04-01,"plums, dried (prunes), stewed, with added sugar",3
167753,sr_legacy_food,"Prune juice, canned",9,2019-04-01,"prune juice, canned",1
167754,sr_legacy_food,"Pummelo, raw",9,2019-04-01,"pummelo, raw",1
167755,sr_legacy_food,"Raspberries, raw",9,2019-04-01,"raspberries, raw",1
167756,sr_legacy_food,"Raspberries, canned, red, heavy syrup pack, solids and liquids",9,2019-04-01,"raspberries, canned, red, heavy syrup pack, solids and liquids",4
167757,sr_legacy_food,"Raspberries, frozen, red, sweetened",9,2019-04-01,"raspberries, frozen, red, sweetened",3
167758,sr_legacy_food,"Rhubarb, raw",9,2019-04-01,"rhubarb, raw",1
167759,sr_legacy_food,"Sapodilla, raw",9,2019-04-01,"sapodilla, raw",1
167760,sr_legacy_food,"Sapote, mamey, raw",9,2019-04-01,"sapote, mamey, raw",2
167761,sr_legacy_food,"Soursop, raw",9,2019-04-01,"soursop, raw",1
167762,sr_legacy_food,"Strawberries, raw",9,2019-04-01,"strawberries, raw",1
167763,sr_legacy_food,"Tamarinds, raw",9,2019-04-01,"tamarinds, raw",1
167764,sr_legacy_food,"Fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids",9,2019-04-01,"fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids",5
167765,sr_legacy_food,"Watermelon, raw",9,2019-04-01,"watermelon, raw",1
167766,sr_legacy_food,"Maraschino cherries, canned, drained",9,2019-04-01,"maraschino cherries, canned, drained",2
167767,sr_legacy_food,"Pineapple, canned, juice pack, drained",9,2019-04-01,"pineapple, canned, juice pack, drained",3
167768,sr_legacy_food,"Apricots, canned, heavy syrup, drained",9,2019-04-01,"apricots, canned, heavy syrup, drained",3
167769,sr_legacy_food,"Cherries, sour, canned, water pack, drained",9,2019-04-01,"cherries, sour, canned, water pack, drained",4
167770,sr_legacy_food,"Cherries, sweet, canned, pitted, heavy syrup, drained",9,2019-04-01,"cherries, sweet, canned, pitted, heavy syrup, drained",5
167771,sr_legacy_food,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid",9,2019-04-01,"apple juice, canned or bottled, unsweetened, with added ascorbic acid",3
167772,sr_legacy_food,"Applesauce, canned, unsweetened, with added ascorbic acid",9,2019-04-01,"applesauce, canned, unsweetened, with added ascorbic acid",3
167773,sr_legacy_food,"Applesauce, canned, sweetened, with salt",9,2019-04-01,"applesauce, canned, sweetened, with salt",3
167774,sr_legacy_food,"Grapefruit juice, pink, raw",9,2019-04-01,"grapefruit juice, pink, raw",2
167775,sr_legacy_food,"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added ascorbic acid",9,2019-04-01,"apple juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added ascorbic acid",4
167776,sr_legacy_food,"Pears, raw, bartlett (Includes foods for USDA's Food Distribution Program)",9,2019-04-01,"pears, raw, bartlett (includes foods for usda's food distribution program)",2
167777,sr_legacy_food,"Pears, raw, red anjou",9,2019-04-01,"pears, raw, red anjou",2
167778,sr_legacy_food,"Pears, raw, bosc (Includes foods for USDA's Food Distribution Program)",9,2019-04-01,"pears, raw, bosc (includes foods for usda's food distribution program)",2
167779,sr_legacy_food,"Pears, raw, green anjou (Includes foods for USDA's Food Distribution Program)",9,2019-04-01,"pears, raw, green anjou (includes foods for usda's food distribution program)",2
167780,sr_legacy_food,Prune puree,9,2019-04-01,prune puree,0
167781,sr_legacy_food,Candied fruit,9,2019-04-01,candied fruit,0
167782,sr_legacy_food,"Abiyuch, raw",9,2019-04-01,"abiyuch, raw",1
167783,sr_legacy_food,"Rowal, raw",9,2019-04-01,"rowal, raw",1
167784,sr_legacy_food,"Guava nectar, canned, with added ascorbic acid",9,2019-04-01,"guava nectar, canned, with added ascorbic acid",2
167785,sr_legacy_food,"Mango nectar, canned",9,2019-04-01,"mango nectar, canned",1
167786,sr_legacy_food,"Tamarind nectar, canned",9,2019-04-01,"tamarind nectar, canned",1
167787,sr_legacy_food,"Pomegranate juice, bottled",9,2019-04-01,"pomegranate juice, bottled",1
167788,sr_legacy_food,"Nance, canned, syrup, drained",9,2019-04-01,"nance, canned, syrup, drained",3
167789,sr_legacy_food,"Nance, frozen, unsweetened",9,2019-04-01,"nance, frozen, unsweetened",2
167790,sr_legacy_food,"Naranjilla (lulo) pulp, frozen, unsweetened",9,2019-04-01,"naranjilla (lulo) pulp, frozen, unsweetened",2
167791,sr_legacy_food,Horned melon (Kiwano),9,2019-04-01,horned melon (kiwano),0
167792,sr_legacy_food,Orange Pineapple Juice Blend,9,2019-04-01,orange pineapple juice blend,0
167793,sr_legacy_food,"Apples, raw, fuji, with skin (Includes foods for USDA's Food Distribution Program)",9,2019-04-01,"apples, raw, fuji, with skin (includes foods for usda's food distribution program)",3
167794,sr_legacy_food,"Orange juice, chilled, includes from concentrate, with added calcium and vitamins A, D, E",9,2019-04-01,"orange juice, chilled, includes from concentrate, with added calcium and vitamins a, d, e",5
167795,sr_legacy_food,"Fruit juice smoothie, NAKED JUICE, MIGHTY MANGO",9,2019-04-01,"fruit juice smoothie, naked juice, mighty mango",2
167796,sr_legacy_food,"Fruit juice smoothie, NAKED JUICE, GREEN MACHINE",9,2019-04-01,"fruit juice smoothie, naked juice, green machine",2
167797,sr_legacy_food,"Fruit juice smoothie, BOLTHOUSE FARMS, BERRY BOOST",9,2019-04-01,"fruit juice smoothie, bolthouse farms, berry boost",2
167798,sr_legacy_food,"Fruit juice smoothie, BOLTHOUSE FARMS, GREEN GOODNESS",9,2019-04-01,"fruit juice smoothie, bolthouse farms, green goodness",2
167799,sr_legacy_food,"Fruit juice smoothie, BOLTHOUSE FARMS, strawberry banana",9,2019-04-01,"fruit juice smoothie, bolthouse farms, strawberry banana",2
167800,sr_legacy_food,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium",9,2019-04-01,"apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium",5
167801,sr_legacy_food,"Lemon juice from concentrate, bottled, CONCORD",9,2019-04-01,"lemon juice from concentrate, bottled, concord",2
167802,sr_legacy_food,"Lemon juice from concentrate, bottled, REAL LEMON",9,2019-04-01,"lemon juice from concentrate, bottled, real lemon",2
167803,sr_legacy_food,"Cranberry sauce, whole, canned, OCEAN SPRAY",9,2019-04-01,"cranberry sauce, whole, canned, ocean spray",3
167804,sr_legacy_food,"Cranberry sauce, jellied, canned, OCEAN SPRAY",9,2019-04-01,"cranberry sauce, jellied, canned, ocean spray",3
167805,sr_legacy_food,"Ruby Red grapefruit juice blend (grapefruit, grape, apple), OCEAN SPRAY, bottled, with added vitamin C",9,2019-04-01,"ruby red grapefruit juice blend (grapefruit, grape, apple), ocean spray, bottled, with added vitamin c",5
167806,sr_legacy_food,Baobab powder,9,2019-04-01,baobab powder,0
167807,sr_legacy_food,"Cherry juice, tart",9,2019-04-01,"cherry juice, tart",1
167808,sr_legacy_food,"Raspberries, puree, seedless",9,2019-04-01,"raspberries, puree, seedless",2
167809,sr_legacy_food,"Raspberries, puree, with seeds",9,2019-04-01,"raspberries, puree, with seeds",2
167810,sr_legacy_food,"Pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw",10,2019-04-01,"pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw",8
167811,sr_legacy_food,"Pork, fresh, backfat, raw",10,2019-04-01,"pork, fresh, backfat, raw",3
167812,sr_legacy_food,"Pork, fresh, belly, raw",10,2019-04-01,"pork, fresh, belly, raw",3
167813,sr_legacy_food,"Pork, fresh, separable fat, raw",10,2019-04-01,"pork, fresh, separable fat, raw",3
167814,sr_legacy_food,"Pork, fresh, leg (ham), rump half, separable lean and fat, raw",10,2019-04-01,"pork, fresh, leg (ham), rump half, separable lean and fat, raw",5
167815,sr_legacy_food,"Pork, fresh, leg (ham), rump half, separable lean and fat, cooked, roasted",10,2019-04-01,"pork, fresh, leg (ham), rump half, separable lean and fat, cooked, roasted",6
167816,sr_legacy_food,"Pork, fresh, leg (ham), rump half, separable lean only, raw (Includes foods for USDA's Food Distribution Program)",10,2019-04-01,"pork, fresh, leg (ham), rump half, separable lean only, raw (includes foods for usda's food distribution program)",5
167817,sr_legacy_food,"Pork, fresh, leg (ham), rump half, separable lean only, cooked, roasted",10,2019-04-01,"pork, fresh, leg (ham), rump half, separable lean only, cooked, roasted",6
167818,sr_legacy_food,"Pork, fresh, loin, whole, separable lean and fat, raw",10,2019-04-01,"pork, fresh, loin, whole, separable lean and fat, raw",5
167819,sr_legacy_food,"Pork, fresh, loin, whole, separable lean and fat, cooked, braised",10,2019-04-01,"pork, fresh, loin, whole, separable lean and fat, cooked, braised",6
167820,sr_legacy_food,"Pork, fresh, loin, whole, separable lean and fat, cooked, broiled",10,2019-04-01,"pork, fresh, loin, whole, separable lean and fat, cooked, broiled",6
167821,sr_legacy_food,"Pork, fresh, loin, whole, separable lean and fat, cooked, roasted",10,2019-04-01,"pork, fresh, loin, whole, separable lean and fat, cooked, roasted",6
167822,sr_legacy_food,"Pork, fresh, loin, blade (chops or roasts), bone-in, separable lean and fat, raw",10,2019-04-01,"pork, fresh, loin, blade (chops or roasts), bone-in, separable lean and fat, raw",6
167823,sr_legacy_food,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, braised",10,2019-04-01,"pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, braised",7
167824,sr_legacy_food,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, broiled",10,2019-04-01,"pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, broiled",7
167825,sr_legacy_food,"Pork, fresh, loin, blade (roasts), bone-in, separable lean and fat, cooked, roasted",10,2019-04-01,"pork, fresh, loin, blade (roasts), bone-in, separable lean and fat, cooked, roasted",7
167826,sr_legacy_food,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, braised",10,2019-04-01,"pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, braised",7
167827,sr_legacy_food,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, broiled",10,2019-04-01,"pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, broiled",7
167828,sr_legacy_food,"Pork, fresh, loin, center loin (roasts), bone-in, separable lean and fat, cooked, roasted",10,2019-04-01,"pork, fresh, loin, center loin (roasts), bone-in, separable lean and fat, cooked, roasted",7
167829,sr_legacy_food,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, raw",10,2019-04-01,"pork, fresh, loin, center loin (chops), bone-in, separable lean only, raw",6
167830,sr_legacy_food,"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, braised",10,2019-04-01,"pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, braised",7
167831,sr_legacy_food,"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, broiled",10,2019-04-01,"pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, broiled",7
167832,sr_legacy_food,"Pork, fresh, loin, center rib (roasts), bone-in, separable lean and fat, cooked, roasted",10,2019-04-01,"pork, fresh, loin, center rib (roasts), bone-in, separable lean and fat, cooked, roasted",7
167833,sr_legacy_food,"Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean only, raw",10,2019-04-01,"pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean only, raw",6
167834,sr_legacy_food,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, braised",10,2019-04-01,"pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, braised",7
167835,sr_legacy_food,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, broiled",10,2019-04-01,"pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, broiled",7
167836,sr_legacy_food,"Pork, fresh, loin, sirloin (roasts), bone-in, separable lean and fat, cooked, roasted",10,2019-04-01,"pork, fresh, loin, sirloin (roasts), bone-in, separable lean and fat, cooked, roasted",7
167837,sr_legacy_food,"Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean only, raw",10,2019-04-01,"pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean only, raw",6
167838,sr_legacy_food,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, braised",10,2019-04-01,"pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, braised",7
167839,sr_legacy_food,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw",10,2019-04-01,"pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw",6
167840,sr_legacy_food,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, braised",10,2019-04-01,"pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, braised",7
167841,sr_legacy_food,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled",10,2019-04-01,"pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled",7
167842,sr_legacy_food,"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted",10,2019-04-01,"pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted",7
167843,sr_legacy_food,"Pork, fresh, shoulder, whole, separable lean and fat, raw",10,2019-04-01,"pork, fresh, shoulder, whole, separable lean and fat, raw",5
